,Unnamed: 0,Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020,ratio_yearvar_meanprice,performance category,Value category,performance category_2
405,405,TWLO US Equity,TWILIO INC - A,42045169664,406,Technology,New York,UNITED STATES,US,4.653846264,341.7,68.06,3/16/2020,10/13/2020,187.03,97.65,98.28,128.18,111.48,84.93,107.98,199,227.77,286.33,273.24,256.96,273.38,1.530724694,pos_performers,High Value,Very_high_positive_performance
406,406,LHX US Equity,L3HARRIS TECHNOL,42022408192,407,Industrial,New York,UNITED STATES,US,4.818181992,230.99,142.01,3/23/2020,2/10/2020,-1.47,194.27,197.87,220.89,202.05,177.17,189.46,196.12,170.49,167.88,177.72,172.69,170.4,0.477315703,neg_performers,High Value,moderate_negative_performance
407,407,NXPI US Equity,NXP SEMICONDUCTO,41959645184,408,Technology,NASDAQ GS,NETHERLANDS,NL,4.392857075,152.48,58.41,3/18/2020,11/9/2020,34.55,114.76,127.26,125.7,120.08,74.73,95.5,99.19,111.91,119.15,128.2,130.99,137.31,0.815176418,pos_performers,High Value,high_positive_performance
408,408,8316 JP Equity,SMFG,41671168000,409,Financial,Tokyo,JAPAN,JP,4.466666698,37.87,22.54,3/23/2020,12/18/2019,-15.04,36.76,37.17,35.59,32.08,24.24,25.64,28.73,28.02,26.91,29.49,27.64,28.27,0.510234648,neg_performers,High Value,moderate_negative_performance
409,409,002714 CH Equity,MUYUAN FOODSTU-A,41631801344,410,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.833333492,14.18,6.16,2/3/2020,7/15/2020,34.71,7.54,7.5,6.17,10.14,10.05,10.61,9.9,11.78,13.38,13.02,10.9,10.75,0.79053721,pos_performers,High Value,high_positive_performance
410,410,CTSH US Equity,COGNIZANT TECH-A,41595072512,411,Technology,NASDAQ GS,UNITED STATES,US,3.392857075,78.47,40.01,3/23/2020,11/16/2020,20.86,63.54,62.02,62.61,61.33,42.51,56.5,52.85,56.42,68.04,66.97,69.33,70.8,0.629700377,pos_performers,High Value,high_positive_performance
411,411,2914 JP Equity,JAPAN TOBACCO,41496207360,412,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.470588207,23.4,16.74,7/31/2020,12/19/2019,-6.42,23.08,22.39,21.08,19.97,18.44,18.55,19.92,18.26,18.38,18.63,18.19,19.92,0.337485748,neg_performers,High Value,moderate_negative_performance
412,412,IFX GR Equity,INFINEON TECH,41455456256,413,Technology,Xetra,GERMANY,DE,4.088235378,33.29,10.83,3/19/2020,10/14/2020,42.14,21.16,22.78,21.49,21.14,13.66,18.49,21.34,23.16,25.61,27.93,30.4,28.31,0.978400552,pos_performers,High Value,high_positive_performance
413,413,KDP US Equity,KEURIG DR PEPPER,41443610624,414,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.176470757,31.47,18.98,3/18/2020,7/29/2020,0.74,30.52,28.95,28.68,28.26,23.66,25.9,28.36,28.67,29.92,29.95,28.01,27.04,0.443536932,pos_performers,High Value,moderate_positive_performance
414,414,MET US Equity,METLIFE INC,41424629760,415,Financial,New York,UNITED STATES,US,4.384615421,53.28,22.85,3/23/2020,2/12/2020,-3.03,49.35,50.97,49.69,44.56,27.9,34.68,36.37,35.51,37.3,38.5,37.26,38.7,0.75949999,neg_performers,High Value,moderate_negative_performance
415,415,BAX US Equity,BAXTER INTL INC,41366073344,416,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.578947544,95.19,69.1,3/16/2020,4/20/2020,-2.36,81.86,83.62,89.69,87.18,78.66,87.84,90.39,87.31,83.16,85.55,79.72,78.67,0.308864006,neg_performers,High Value,moderate_negative_performance
416,416,EPD US Equity,ENTERPRISE PRODU,41365594112,417,Energy,New York,UNITED STATES,US,4.923077106,29.22,10.27,3/18/2020,1/15/2020,-15.51,25.96,28.16,25.39,24.33,13.79,17.13,19.27,17.91,17.57,17.58,15.67,16.4,0.950827898,neg_performers,High Value,moderate_negative_performance
417,417,002304 CH Equity,JIANGSU YANGHE-A,41338507264,418,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.459459305,27.96,11.3,3/19/2020,11/10/2020,84.39,14.05,15.87,13.74,14.24,11.77,13.94,15.05,15.69,19.24,20.44,18.41,26.18,1.006545162,pos_performers,High Value,high_positive_performance
418,418,035420 KS Equity,NAVER CORP,41274077184,419,Communications,Korea SE,SOUTH KOREA,KR,4.972222328,292.11,107.4,3/19/2020,8/27/2020,66.12,144.58,161.33,148.93,146.91,131.75,161.33,193.59,223.93,263.31,273.68,254.9,251.61,0.940857864,pos_performers,High Value,high_positive_performance
419,419,8001 JP Equity,ITOCHU CORP,41239396352,420,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.636363506,26.97,17.76,3/17/2020,9/3/2020,18.47,22.36,23.33,23.28,22.54,19.99,19.73,21.66,21.35,22.13,26.05,25.44,24.24,0.406174201,pos_performers,High Value,moderate_positive_performance
420,420,IWD US Equity,ISHARES RUSSELL,41069228032,421,Funds,NYSE Arca,UNITED STATES,US,0,138.88,84.11,3/23/2020,2/12/2020,1.01,133.32,136.48,134.16,125.68,94.52,107.01,114.73,112.48,117.51,122.3,118.42,118.91,0.457841061,pos_performers,High Value,moderate_positive_performance
421,421,DLR US Equity,DIGITAL REALTY,40986677248,422,Financial,New York,UNITED STATES,US,4.230769157,165.49,105,3/23/2020,7/31/2020,21.28,119.26,119.74,123.14,130.49,134.48,145.92,142.44,147.39,160.66,153.56,147.25,145.95,0.434585818,pos_performers,High Value,high_positive_performance
422,422,ETISALAT UH Equity,ETISALAT,40867405824,423,Communications,Abu Dhabi,UAE,AE,3.333333254,4.71,3,3/17/2020,11/16/2020,7.34,4.44,4.45,4.38,4.08,3.89,4.22,4.33,4.52,4.53,4.51,4.52,4.58,0.391229743,pos_performers,High Value,moderate_positive_performance
423,423,PSA US Equity,PUBLIC STORAGE,40854188032,424,Financial,New York,UNITED STATES,US,2.733333349,240.75,155.37,3/23/2020,11/4/2020,11.2,209.03,212.96,224.18,219.25,196.62,184.36,204.77,199.16,195.84,213.4,226.26,232.81,0.406790967,pos_performers,High Value,moderate_positive_performance
424,424,TRI CN Equity,THOMSON REUTERS,40824520704,425,Communications,Toronto,CANADA,CA,3.133333445,89.16,52.36,3/23/2020,11/9/2020,13.68,70.06,71.54,80.77,76.21,65.33,69.03,68.18,67.92,69.73,77.77,80.44,78.89,0.504184411,pos_performers,High Value,moderate_positive_performance
425,425,COP US Equity,CONOCOPHILLIPS,40667811840,426,Energy,New York,UNITED STATES,US,4.791666508,67.13,20.84,3/18/2020,1/3/2020,-28.15,60.37,65.03,59.18,49.23,29.62,39.14,43.39,40.74,36.71,37.16,32.43,30.23,1.061636374,neg_performers,High Value,high_negative_performance
426,426,VCIT US Equity,VANGUARD INT TER,40649146368,427,Funds,NASDAQ GM,UNITED STATES,US,0,97.19,78.82,3/19/2020,8/7/2020,9.1,90.92,91.33,93.01,93.76,86.25,90.78,93.37,95.12,96.79,96.4,95.85,95.45,0.196992038,pos_performers,High Value,moderate_positive_performance
427,427,ERICB SS Equity,ERICSSON LM-B,40544432128,428,Communications,Stockholm,SWEDEN,SE,4.233333111,12.58,6.11,3/16/2020,10/22/2020,20.56,8.95,8.71,7.88,8.04,7.84,8.65,9.22,9.25,11.71,11.55,10.78,11.25,0.682069753,pos_performers,High Value,high_positive_performance
428,428,COF US Equity,CAPITAL ONE FINA,40530214912,429,Financial,New York,UNITED STATES,US,4.25,107.59,38,3/18/2020,1/22/2020,-11.29,99.23,102.91,99.75,91.47,44.68,61.58,68.99,60.7,63.49,68.58,72.93,75.68,0.917680414,neg_performers,High Value,moderate_negative_performance
429,429,TRP CN Equity,TC ENERGY CORP,40373747712,430,Energy,Toronto,CANADA,CA,4.615384579,57.99,32.33,3/18/2020,2/21/2020,-14.01,50.49,53.26,54.49,53.23,40.69,44.01,44.8,42.71,45.55,46.72,41.59,38.9,0.553375027,neg_performers,High Value,moderate_negative_performance
430,430,RACE US Equity,FERRARI NV,40272093184,431,"Consumer, Cyclical",New York,ITALY,NL,3.869565248,213.48,127.73,3/16/2020,11/9/2020,31.44,165.11,165.54,170.25,161.21,148.45,148.99,169.45,171.94,186.45,195.57,184.6,183.18,0.501770093,pos_performers,High Value,high_positive_performance
431,431,WES AU Equity,WESFARMERS LTD,40143667200,432,"Consumer, Cyclical",ASE,AUSTRALIA,AU,2.857142925,36.24,17.25,3/23/2020,8/27/2020,20.7,28.86,29.05,30.16,26.52,21.72,23.33,27.58,31.15,32.66,34.74,32.02,32.56,0.650435279,pos_performers,High Value,high_positive_performance
432,432,MAR US Equity,MARRIOTT INTL-A,40139292672,433,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.559999943,153.39,46.56,3/18/2020,12/27/2019,-9.92,140.43,151.43,141.48,122.96,69.15,84.75,95.03,86.62,83.52,103.09,94.35,92.9,1.012838644,neg_performers,High Value,moderate_negative_performance
433,433,2317 TT Equity,HON HAI,40131883008,434,Industrial,Taiwan,TAIWAN,TW,4.5,3.12,2.16,3/19/2020,1/20/2020,-5.64,2.9,3.04,2.71,2.63,2.31,2.59,2.55,2.91,2.62,2.62,2.67,2.74,0.356766801,neg_performers,High Value,moderate_negative_performance
434,434,7182 JP Equity,JAPAN POST BANK,40103718912,435,Financial,Tokyo,JAPAN,JP,2.5,9.95,7.41,7/31/2020,12/9/2019,-11.2,9.81,9.66,9.35,8.85,8.94,9.29,8.2,7.47,7.59,8.08,7.78,8.09,0.295606634,neg_performers,High Value,moderate_negative_performance
435,435,DOW US Equity,DOW INC,39968681984,436,Basic Materials,New York,UNITED STATES,US,3.192307711,55.75,21.95,3/16/2020,11/26/2019,10.43,53.16,54.73,46.74,41.42,27.04,33.93,38.61,40.75,40.09,47.27,46.11,47.82,0.783510731,pos_performers,High Value,moderate_positive_performance
436,436,VEEV US Equity,VEEVA SYSTEMS-A,39911686144,437,Technology,New York,UNITED STATES,US,4.173913002,313.99,118.11,3/17/2020,10/19/2020,79.04,144.34,140.66,148.59,144.05,153.51,187.77,218.96,242.22,268.06,294.08,277.04,268.04,0.945017127,pos_performers,High Value,high_positive_performance
437,437,6902 JP Equity,DENSO CORP,39855046656,438,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.333333492,51.54,26.97,3/23/2020,11/16/2020,7.52,45.42,45.71,40.96,38.87,31.43,33.41,38.12,38.5,36.22,41.55,43.55,46.91,0.613419328,pos_performers,High Value,moderate_positive_performance
438,438,STZ US Equity,CONSTELLATION-A,39778127872,439,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.333333492,208.55,104.28,3/23/2020,2/20/2020,14.75,186.08,189.75,189.12,177.22,136.88,161.57,173.25,185.88,173.29,185.94,184.61,176.39,0.590213115,pos_performers,High Value,moderate_positive_performance
439,439,CSPX LN Equity,ISHR CORE S&P500,39565742080,440,Funds,London,IRELAND,IE,0,370,218.62,3/23/2020,11/9/2020,15.86,309.08,320.3,323.62,300.28,250.16,283.93,305.05,311.37,330.68,352.72,340.58,333.24,0.482997918,pos_performers,High Value,moderate_positive_performance
440,440,MUV2 GR Equity,MUENCHENER RUE-R,39552159744,441,Financial,Xetra,GERMANY,DE,3.774193525,307.85,150.75,3/19/2020,2/17/2020,-2.98,283.74,294.93,298.7,265.75,187.91,221.19,232.84,257.16,274.46,290.71,252.87,237.33,0.608602171,neg_performers,High Value,moderate_negative_performance
441,441,ROST US Equity,ROSS STORES INC,39459667968,442,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,4.461538315,124.16,56.3,3/18/2020,2/20/2020,-1.38,116,116.42,113.83,111.98,81.09,88.96,97.2,87.19,87.88,91.27,94.83,88.59,0.69289677,neg_performers,High Value,moderate_negative_performance
442,442,BBDC4 BZ Equity,BRADESCO SA-PREF,39430115328,443,Financial,B3 Day,BRAZIL,BR,4.900000095,8.55,2.73,3/23/2020,1/3/2020,-15.79,7.23,8.18,7.09,6.27,3.43,3.49,3.67,3.97,4.17,3.96,3.46,3.51,1.195276399,neg_performers,High Value,moderate_negative_performance
443,443,KHC US Equity,KRAFT HEINZ CO/T,39307333632,444,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.727272749,36.37,19.99,3/16/2020,8/17/2020,6.46,30.95,32.13,29.15,26.07,23.68,29.38,30.42,31.67,34.79,34.14,30.37,31.67,0.539377641,pos_performers,High Value,moderate_positive_performance
444,444,XEL US Equity,XCEL ENERGY INC,39256948736,445,Utilities,NASDAQ GS,UNITED STATES,US,3,76.44,46.58,3/23/2020,11/9/2020,16.11,61.2,63.49,69.45,65.87,58.08,62.18,65.75,64.18,68.76,68.55,70.38,71.78,0.453759165,pos_performers,High Value,moderate_positive_performance
445,445,CNC US Equity,CENTENE CORP,39234908160,446,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.809523582,74.7,43.96,3/18/2020,4/17/2020,7.11,60.18,62.87,62.88,55.44,56.12,64.97,65.7,65.41,63.1,61.37,58.82,62.38,0.498998972,pos_performers,High Value,moderate_positive_performance
446,446,SRE US Equity,SEMPRA ENERGY,39177330688,447,Utilities,New York,UNITED STATES,US,4.157894611,161.87,88,3/23/2020,2/3/2020,-8.4,146.41,151.48,161.06,142.23,103.71,119.93,129.07,121.35,124.04,122.25,119.13,127.62,0.565230699,neg_performers,High Value,moderate_negative_performance
447,447,VO US Equity,VANGUARD MID-C E,39107076096,448,Funds,NYSE Arca,UNITED STATES,US,0,197.7,110.05,3/23/2020,11/9/2020,14.82,173.28,178.18,179.16,168.27,125.29,145.85,163.1,164.39,175.57,182.09,177.87,179.11,0.522721851,pos_performers,High Value,moderate_positive_performance
448,448,002607 CH Equity,OFFCN EDUCATIO-A,38990712832,449,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.920000076,6.6,2.06,2/4/2020,11/5/2020,89.72,2.57,2.57,2.15,3.14,3.11,3.65,4.16,3.93,4.58,5.08,4.8,6.44,1.179731485,pos_performers,High Value,high_positive_performance
449,449,BCE CN Equity,BCE INC,38932496384,450,Communications,Toronto,CANADA,CA,3.470588207,49.25,31.75,3/23/2020,2/18/2020,-6.47,47.81,46.33,46.92,46.44,38.92,39.48,42,41.69,41.9,42.67,41.51,40.39,0.406929427,neg_performers,High Value,moderate_negative_performance
450,450,16 HK Equity,SHK PPT,38912184320,451,Financial,Hong Kong,HONG KONG,HK,4.9375,15.96,11.3,5/25/2020,1/20/2020,0.78,14.47,15.31,13.9,14.01,13.21,13.72,12.18,12.77,12.18,13.12,12.75,12.6,0.349020097,pos_performers,High Value,moderate_positive_performance
451,451,IDXX US Equity,IDEXX LABS,38843011072,452,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4,485,168.65,3/23/2020,11/9/2020,72.79,251.3,261.13,275.77,261.99,230.66,270.75,312.19,334.54,391.99,398.49,394.78,431.05,0.995165992,pos_performers,High Value,high_positive_performance
452,452,6273 JP Equity,SMC CORP,38818414592,453,Industrial,Tokyo,JAPAN,JP,4.294117451,596.79,333.18,3/13/2020,11/12/2020,24.65,457.91,462.86,440.05,405.44,415.67,463.29,522.59,510.15,515.6,546.88,553.86,536.67,0.54250322,pos_performers,High Value,high_positive_performance
453,453,6862 HK Equity,HAIDILAO INTERNA,38763978752,454,"Consumer, Cyclical",Hong Kong,CHINA,KY,4.114285946,8.13,3.54,3/19/2020,10/9/2020,59.97,4.33,4.02,3.89,4.13,3.85,4.35,4.96,4.22,4.66,6.85,7.19,6.64,0.932137417,pos_performers,High Value,high_positive_performance
454,454,MRNA US Equity,MODERNA INC,38759804928,455,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.5,103.2,17.68,1/7/2020,11/16/2020,379.18,19.76,19.56,20.38,29.88,29.67,47.93,62.18,61.59,77.98,63.32,70.03,67.11,1.802349883,pos_performers,High Value,Very_high_positive_performance
455,455,PINS US Equity,PINTEREST INC -A,38703570944,456,Communications,New York,UNITED STATES,US,4.241379261,68.93,10.1,3/18/2020,10/29/2020,235.11,18.8,18.64,22.35,20,14.17,19.75,20.43,23.28,36.08,38.36,44.53,58.38,2.10879111,pos_performers,High Value,Very_high_positive_performance
456,456,2454 TT Equity,MEDIATEK,38674628608,457,Technology,Taiwan,TAIWAN,TW,4.724137783,26,8.97,3/19/2020,7/28/2020,83.43,13.65,14.85,12.62,12.06,11.03,13.96,15.42,19.52,23.65,19.59,20.92,22.86,1.021136261,pos_performers,High Value,high_positive_performance
457,457,BIIB US Equity,BIOGEN INC,38618124288,458,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.45714283,374.99,223.25,11/9/2020,2/5/2020,-14.51,292.39,296.73,272.73,327.89,293.27,293.09,301.45,264.77,278.16,279.75,285.57,248.99,0.530128479,neg_performers,High Value,moderate_negative_performance
458,458,CTAS US Equity,CINTAS CORP,38571192320,459,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.625,369.2,154.33,3/23/2020,11/16/2020,44.12,255.89,269.08,282.01,279.6,162.69,211.81,250.94,267.97,298.74,335.31,341.93,320.37,0.786987919,pos_performers,High Value,high_positive_performance
459,459,DOCU US Equity,DOCUSIGN INC,38538366976,460,Technology,NASDAQ GS,UNITED STATES,US,4.166666508,290.23,64.88,3/12/2020,9/2/2020,230.03,69.92,74.11,80.63,87.96,92.09,103.52,147.22,178.96,226.28,268.8,222.26,201.56,1.542339917,pos_performers,High Value,Very_high_positive_performance
460,460,LSE LN Equity,LONDON STOCK EX,38497280000,461,Financial,London,BRITAIN,GB,3.857142925,120.24,61.69,3/18/2020,10/5/2020,18.44,87.3,102.74,103.05,101.04,87.63,93.47,101.29,103.79,113.42,116.91,117.44,105.82,0.569414053,pos_performers,High Value,moderate_positive_performance
461,461,601012 CH Equity,LONGI GREEN EN-A,38469603328,462,Energy,Shanghai,CHINA,CN,4.820512772,12.34,3.08,11/18/2019,10/13/2020,199.69,3.44,3.57,3.99,4.53,3.57,4.36,4.63,5.89,8.27,9.85,11.05,11.02,1.498179857,pos_performers,High Value,Very_high_positive_performance
462,462,VGT US Equity,VANGUARD INF T E,38455152640,463,Funds,NYSE Arca,UNITED STATES,US,0,340.74,179.45,3/23/2020,9/2/2020,41.17,232.79,244.85,257.37,248.02,201.88,235.05,261.87,279.37,302.18,335.96,315.33,298.61,0.602337798,pos_performers,High Value,high_positive_performance
463,463,FAB UH Equity,FIRST ABU DHABI,38292836352,464,Financial,Abu Dhabi,UAE,AE,3.5,4.33,2.12,3/19/2020,1/23/2020,-12.66,4.14,4.13,4.1,3.81,2.65,3.16,3.04,3.03,2.99,3.12,3.03,3.11,0.657901265,neg_performers,High Value,moderate_negative_performance
464,464,1339 HK Equity,PICC GROUP-H,38269325312,465,Financial,Hong Kong,CHINA,CN,4.173913002,0.44,0.27,3/19/2020,1/3/2020,-19.84,0.4,0.42,0.36,0.36,0.33,0.33,0.31,0.29,0.33,0.33,0.3,0.3,0.502463054,neg_performers,High Value,moderate_negative_performance
465,465,WBA US Equity,WALGREENS BOOTS,38186881024,466,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,2.809523821,61.53,33.36,10/30/2020,11/18/2019,-35.65,59.27,58.96,50.95,48.11,43.03,41.66,43.3,40.88,41.08,36.76,35.87,35.79,0.631071949,neg_performers,High Value,high_negative_performance
466,466,SYY US Equity,SYSCO CORP,38186618880,467,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.857142925,85.98,26,3/18/2020,12/30/2019,-7.45,80.82,85.54,76.68,69.68,41.87,52.76,57.18,53.7,52.13,60.1,62.62,57.09,0.959462522,neg_performers,High Value,moderate_negative_performance
467,467,ATD/B CN Equity,ALIMEN COUCHE-B,38175182848,468,"Consumer, Cyclical",Toronto,CANADA,CA,4.857142925,35.92,20.96,3/27/2020,7/30/2020,3.5,32.71,31.74,33.32,30.55,22.49,28.11,30.98,31.35,34.73,32.77,34.89,31.49,0.478554101,pos_performers,High Value,moderate_positive_performance
468,468,JM SP Equity,JARDINE MATHESON,38025809920,469,Diversified,Singapore,HONG KONG,BM,3.142857075,58.95,37.37,8/3/2020,1/20/2020,-0.44,53.7,55.6,56.51,53.1,48.75,43.96,41.27,42.1,37.96,41.25,39.81,45.42,0.462899737,neg_performers,High Value,moderate_negative_performance
469,469,960 HK Equity,LONGFOR GROUP HO,37883588608,470,Financial,Hong Kong,CHINA,KY,4.892857075,6.68,3.68,3/19/2020,11/16/2020,56.51,4.2,4.68,4.33,4.7,4.81,5.06,4.69,4.75,4.91,5.37,5.61,5.48,0.614439324,pos_performers,High Value,high_positive_performance
470,470,APH US Equity,AMPHENOL CORP-A,37777260544,471,Industrial,New York,UNITED STATES,US,4.052631378,128.54,63.05,3/18/2020,11/9/2020,24.53,102.7,108.23,99.95,94.93,69.52,85.5,97.73,95.08,107.39,110.79,109.79,115.07,0.656716917,pos_performers,High Value,high_positive_performance
471,471,2020 HK Equity,ANTA SPORTS PROD,37661020160,472,"Consumer, Cyclical",Hong Kong,CHINA,KY,4.666666508,14.15,5.41,3/19/2020,11/16/2020,44.77,9.43,8.95,8.56,8.26,7.04,8.44,9.22,8.83,9.34,10.04,10.34,11.19,0.956585188,pos_performers,High Value,high_positive_performance
472,472,BF/B US Equity,BROWN-FORMAN -B,37615890432,473,"Consumer, Non-cyclical",New York,UNITED STATES,US,2.333333254,83.4,44.68,3/23/2020,9/2/2020,22.4,67.42,67.6,68.74,64.32,53.47,61.02,65.52,64.52,69.06,72.6,75.48,70.86,0.580357477,pos_performers,High Value,high_positive_performance
473,473,FMG AU Equity,FORTESCUE METALS,37475303424,474,Basic Materials,ASE,AUSTRALIA,AU,3.105263233,14.37,5.06,3/13/2020,8/28/2020,108.47,6.83,7.5,7.36,5.99,6.3,7.05,10.03,9.52,12.71,13,11.98,12.12,1.012048193,pos_performers,High Value,Very_high_positive_performance
474,474,GIS US Equity,GENERAL MILLS IN,37419745280,475,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.299999952,66.14,46.59,2/28/2020,8/4/2020,21.25,53.48,53.56,52.99,51.41,53.12,59.58,63.54,60.43,64.6,63.12,62.57,59.73,0.336040566,pos_performers,High Value,high_positive_performance
475,475,VNA GR Equity,VONOVIA SE,37404692480,476,Financial,Xetra,GERMANY,DE,4.185184956,74.24,39.22,3/19/2020,9/3/2020,24.74,51.2,53.83,57.4,55.82,47.2,49.51,58.77,60.19,66.17,72.56,69.74,64.49,0.594499774,pos_performers,High Value,high_positive_performance
476,476,KLAC US Equity,KLA CORP,37345296384,477,Technology,NASDAQ GS,UNITED STATES,US,3.900000095,243,110.19,3/23/2020,11/9/2020,41.04,161.06,178.17,169.93,158.74,131.61,150.27,175.96,193.15,207.65,207.95,198.98,202.23,0.746228403,pos_performers,High Value,high_positive_performance
477,477,MQG AU Equity,MACQUARIE GROUP,37204619264,478,Financial,ASE,AUSTRALIA,AU,3.857142925,104.83,40.86,3/23/2020,2/20/2020,3.98,94.17,96.73,94.87,87.54,54.39,62.25,74.95,83.54,86.8,92.7,86.51,89.67,0.7644903,pos_performers,High Value,moderate_positive_performance
478,478,GIVN SW Equity,GIVAUDAN-REG,36966789120,479,Basic Materials,SIX-SW,SWITZERLAND,CH,3.230769157,4491.1,2644.92,3/16/2020,9/21/2020,28.44,2913.01,3138.01,3309.18,3208.91,3005.37,3365.96,3585.77,3710.87,4197.13,4213.54,4392.69,4101.92,0.513512937,pos_performers,High Value,high_positive_performance
479,479,INFO US Equity,IHS MARKIT LTD,36784431104,480,"Consumer, Non-cyclical",New York,BRITAIN,BM,4.368421078,94.02,44.81,3/23/2020,11/9/2020,29.76,72.11,75.35,79.66,73.49,58.3,65.3,69.92,75.84,81.55,81.15,78.56,82.32,0.660869565,pos_performers,High Value,high_positive_performance
480,480,CM CN Equity,CAN IMPL BK COMM,36756996096,481,Financial,Toronto,CANADA,CA,3.785714388,87.3,46.56,3/23/2020,11/28/2019,1.04,86.59,83.22,81.14,77.54,54.92,57.5,66.73,66.96,69.18,79.7,74.64,75.58,0.559551333,pos_performers,High Value,moderate_positive_performance
481,481,TEL US Equity,TE CONNECTIVITY,36728963072,482,Industrial,New York,SWITZERLAND,CH,4.047618866,114.42,48.62,3/19/2020,11/9/2020,23.37,90.96,95.84,94,85.35,59.12,70.58,84.53,80.06,89.79,98.51,98.55,99.5,0.754306021,pos_performers,High Value,high_positive_performance
482,482,XLK US Equity,SPDR-TECH SEL S,36705603584,483,Funds,NYSE Arca,UNITED STATES,US,0,127.72,68.1,3/23/2020,9/2/2020,40.29,86.9,91.67,96.59,93.48,76.54,88.9,97.94,104.66,113.15,125.91,117.93,111.14,0.593819772,pos_performers,High Value,high_positive_performance
483,483,DSV DC Equity,DSV PANALPINA A,36605902848,484,Industrial,Copenhagen,DENMARK,DK,4.083333492,185.61,62.28,3/19/2020,11/9/2020,37.41,109.31,115.29,110.01,102.56,88.85,98.45,105.69,124.49,141.75,154.48,168.12,162.25,0.999129114,pos_performers,High Value,high_positive_performance
484,484,TT US Equity,TRANE TECHNOLOGI,36604641280,485,Industrial,New York,IRELAND,IE,3.538461447,153.72,70,3/23/2020,11/9/2020,48.14,100.3,103.12,105.65,100.55,80.89,86.81,90.43,88.86,112.19,120.2,121.95,137.55,0.804677613,pos_performers,High Value,high_positive_performance
485,485,600031 CH Equity,SANY HEAVY IND-A,36584517632,486,Industrial,Shanghai,CHINA,CN,4.694444656,4.39,2.04,11/18/2019,11/12/2020,102.18,2.12,2.45,2.06,2.72,2.46,2.78,2.64,2.74,3.08,3.25,3.67,3.92,0.832103865,pos_performers,High Value,Very_high_positive_performance
486,486,4452 JP Equity,KAO CORP,36577009664,487,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.84210515,84.94,64.95,3/17/2020,1/16/2020,-5.89,79.86,83.06,80.07,73.23,77.3,77.08,82.65,79.45,74.12,75.83,74.72,71.79,0.258168668,neg_performers,High Value,moderate_negative_performance
487,487,EXPN LN Equity,EXPERIAN PLC,36413304832,488,"Consumer, Non-cyclical",London,IRELAND,JE,3.888888836,41.95,21.07,3/23/2020,11/9/2020,19.9,32.68,33.83,34.79,34.67,27.34,29.41,35.04,35.66,36.21,36.63,37.88,36.88,0.609605372,pos_performers,High Value,moderate_positive_performance
488,488,600809 CH Equity,SHANXI XINGHUA-A,36317224960,489,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.699999809,43.07,10.79,2/4/2020,11/16/2020,174.32,12.55,12.88,11.75,12.84,12.75,15.19,18.5,21.39,25.79,28.56,29.18,34.31,1.643514786,pos_performers,High Value,Very_high_positive_performance
489,489,VWS DC Equity,VESTAS WIND SYST,36274503680,490,Energy,Copenhagen,DENMARK,DK,3.285714388,196.79,67.61,3/19/2020,11/9/2020,88.91,97.54,101.09,99.33,98.29,79.52,85.81,102.07,105.66,131.46,150.38,165.68,167.32,1.119936423,pos_performers,High Value,high_positive_performance
490,490,SIKA SW Equity,SIKA AG-REG,36243169280,491,Industrial,SIX-SW,SWITZERLAND,CH,4,272.59,132.09,3/16/2020,11/9/2020,38.92,172.87,188.27,181.92,181.93,161.48,166.27,171.12,192.95,224.87,237.75,250,247.09,0.709440695,pos_performers,High Value,high_positive_performance
